,,,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,Text,,,,,,Integer,Integer,Integer,Integer,Integer,Date,Date,Date,Date,Date,Date ,Date ,Date ,Date ,Date ,Date ,Date ,Date ,Date ,Date ,Date ,Date ,Date ,Date ,Date ,Date ,Date ,Date ,Percentage Number,Percentage Number,Percentage Number,Percentage Number,Percentage Number,Date ,Date ,Date ,Date ,Percentage Number,Percentage Number,Percentage Number,Percentage Number,Percentage Number,Percentage Number,Link,Link,Link,Link,Link,Link,Link
Pfizer,Pfizer,ST00415,SP00015,HR+/ HER2- Advanced/ Metastatic Breast Cancer Real World Treatment Patterns and Outcomes,,,,,Oncology,,,,,,Industry,"Active, not recruiting",,Observational,,Observational Model: Cohort|Time Perspective: Retrospective,,,,,,Drug D,,,,,,,,,,,,,,,,,,,Suzie K,Mary H,Jene M,Mac L,Mara A,Anthony P,Suzie K,Frank T,Patria R,Perter K,Lavina S,Lucie P,Kandace p,Otis Thode �,Rima Y ,Tamesha T,Quentin N,Louann C,Ngan D,,,"Pfizer United States, New York, New York, United States",90.5564255,81.50078295,All,"50 Years to 74 Years   (Adult, Older Adult)",641,614,584,210,340,34,12/16/2016,6/6/2017,4/29/2017,5/24/2017,4/15/2017,5/7/2017,5/16/2017,5/18/2017,6/15/2017,3/21/2020,1/31/2020,5/23/2020,9/30/2020,11/27/2020,1/2/2021,2/24/2021,4/3/2021,5/27/2021,7/16/2021,11/3/2017,5/2/2018,10/29/2018,4/27/2019,,,,,,,,,,,,,,,,https://ClinicalTrials.gov/show/NCT04396626,,,,,,
Pfizer,Pfizer,ST00433,SP00015,Evaluating The Safety Of Exemestane Following 2-3 Years Of Adjuvant Tamoxifen Therapy In Postmenopausal Early Breast Cancer Patients,,,,,Oncology,,,,,,Industry,Terminated,,Observational,,Observational Model: Case-Control|Time Perspective: Prospective,,,,,,Drug E,,,,,,,,,,,,,,,,,,,Quentin N,Suzie K,Marcelina X,Liberty A,Ngan D,Terrell p,Terisa Sikora �,Jerold Goo �,Terrell p,Louann C,Stephan T,Jene M,Quentin N,Suzie K,Dinah R,Jaquelyn H,Geralyn K,Jeanene Y,Chetan K,,,,48.47712556,43.62941301,Female,"18 Years to 99 Years   (Adult, Older Adult)",658,639,585,452,57,76,11/25/2006,5/19/2007,3/16/2007,4/16/2007,3/27/2007,3/29/2007,4/5/2007,4/9/2007,4/26/2007,5/26/2011,1/3/2011,4/17/2011,9/1/2011,10/6/2011,11/14/2011,12/21/2011,2/4/2012,3/14/2012,4/24/2012,9/25/2007,3/23/2008,9/19/2008,3/18/2009,,,,,,,,,,,,,,,,https://ClinicalTrials.gov/show/NCT01155063,,,,,,
Pfizer,Pfizer,ST00437,SP00015,Study Evaluating Bosutinib-Exemestane Combination Vs Exemestane Alone in Post Menopausal Women With Breast Cancer,,,,,Oncology,,,,,,Industry,Terminated,Phase 2,Interventional,,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,,,,,,Drug I,,,,,,,,,,,,,,,,,,,Donovan H,Chetan K,Suk T,Ngan D,Xochitl D,Jene M,Geralyn K,John G,Marceline R,Aleta H,Tiffiny K,Donovan H,Anthony P,Naren G,Jene M,Dinah R,Anthony P,Mary H,Liberty A,,,"Pfizer Investigational Site, Lake Worth, Florida, United States|Pfizer Investigational Site, Joliet, Illinois, United States|Pfizer Investigational Site, Boston, Massachusetts, United States|Pfizer Investigational Site, Boston, Massachusetts, United States|Pfizer Investigational Site, Detroit, Michigan, United States|Pfizer Investigational Site, New Brunswick, New Jersey, United States|Pfizer Investigational Site, New York, New York, United States|Pfizer Investigational Site, Bethlehem, Pennsylvania, United States|Pfizer Investigational Site, Philadelphia, Pennsylvania, United States|Pfizer Investigational Site, Philadelphia, Pennsylvania, United States|Pfizer Investigational Site, Seattle, Washington, United States|Pfizer Investigational Site, South Brisbane, Queensland, Australia|Pfizer Investigational Site, Brussels, Belgium|Pfizer Investigational Site, Leuven, Belgium|Pfizer Investigational Site, Liege, Belgium|Pfizer Investigational Site, Wilrijk, Belgium|Pfizer Investigational Site, Kelowna, British Columbia, Canada|Pfizer Investigational Site, Beijing, China|Pfizer Investigational Site, Hong Kong, Hong Kong|Pfizer Investigational Site, Budapest, Hungary|Pfizer Investigational Site, Mumbai, Maharashtra, India|Pfizer Investigational Site, Pune, Maharashtra, India|Pfizer Investigational Site, Olsztyn, Poland|Pfizer Investigational Site, Lynnwood, Gauteng, South Africa|Pfizer Investigational Site, Barcelona, Spain|Pfizer Investigational Site, Madrid, Spain|Pfizer Investigational Site, Valencia, Spain|Pfizer Investigational Site",61.70512471,55.53461224,Female,"Child, Adult, Older Adult",648,638,586,270,287,29,6/4/2008,12/16/2008,10/13/2008,11/18/2008,10/23/2008,10/30/2008,11/9/2008,11/10/2008,12/3/2008,11/11/2009,9/14/2009,4/30/2010,6/1/2010,7/26/2010,9/23/2010,11/9/2010,12/12/2010,1/25/2011,3/25/2011,4/28/2009,10/25/2009,4/23/2010,10/20/2010,,,,,,,,,,,,,,,,https://ClinicalTrials.gov/show/NCT00793546,,,,,,
Pfizer,Pfizer,ST00439,SP00015,"Patient Characteristics, Treatment Patterns, and Clinical Outcomes in Patients Diagnosed With HR+/HER2 Advanced/Metastatic Breast Cancer on Palbociclib + Aromatase Inhibitor (AI) Combination Therapy",,,,,Oncology,,,,,,Industry,Completed,,Observational,,Observational Model: Cohort|Time Perspective: Retrospective,,,,,,Drug B,,,,,,,,,,,,,,,,,,,Perter K,Xochitl D,Lavina S,Chetan K,Harry A,Terisa Sikora �,Mara A,Selizabeth F,Mee M,John G,Terrell p,Anthony P,Lilla Stilson �,Terisa Sikora �,Patria R,Christian G,Mara A,Tammara F,Mara A,,,"Syapse, San Francisco, California, United States",35.2457453,31.72117077,All,"18 Years to 120 Years   (Adult, Older Adult)",599,593,587,294,246,47,12/11/2016,6/5/2017,3/26/2017,5/6/2017,4/5/2017,4/23/2017,4/27/2017,4/28/2017,5/21/2017,3/21/2020,4/22/2020,10/8/2020,12/31/2020,2/10/2021,3/25/2021,5/9/2021,6/15/2021,7/17/2021,9/1/2021,10/20/2017,4/18/2018,10/15/2018,4/13/2019,,,,,,,,,,,,,,,,https://ClinicalTrials.gov/show/NCT04394247,,,,,,
Pfizer,Pfizer,ST00443,SP00015,Gemcitabine With or Without CI-994 in Treating Patients With Advanced Pancreatic Cancer,,,,,Oncology,,,,,,Industry,Completed,Phase 2,Interventional,,Allocation: Randomized|Primary Purpose: Treatment,,,,,,Drug B,,,,,,,,,,,,,,,,,,,Hee Y,James y,Dalton E,James y,Gertrudis T,Corrine U,Corrine U,Lilla Stilson �,Suzie K,In Bellini �,Frank T,Mara A,Mara A,Jerold Goo �,Kandace p,Beulah N,Livia Pacheo �,Selizabeth F,Chetan K,,,"Cedars-Sinai Comprehensive Cancer Center, Los Angeles, California, United States|H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, United States|Sinai Hospital of Baltimore, Baltimore, Maryland, United States|William Beaumont Hospital, Royal Oak, Michigan, United States|Raleigh Hematology/Oncology Associates - Wake Practice, Raleigh, North Carolina, United States|Jewish Hospital of Cincinnati, Inc., Cincinnati, Ohio, United States|Ireland Cancer Center, Cleveland, Ohio, United States|West Clinic, P.C., Memphis, Tennessee, United States|Sarah Cannon-Minnie Pearl Cancer Center, Nashville, Tennessee, United States|Tyler Cancer Center, Tyler, Texas, United States|Northern Virginia Oncology Group, Fairfax, Virginia, United States|St. Boniface General Hospital, Winnipeg, Manitoba, Canada|Nova Scotia Cancer Centre, Halifax, Nova Scotia, Canada|Cancer Care Ontario-London Regional Cancer Centre, London, Ontario, Canada|Ottawa Regional Cancer Center - General Division, Ottawa, Ontario, Canada|Centre Hospitalier de l'Universite de Montreal, Montreal, Quebec, Canada",77.11405235,69.40264712,All,"40 Years and older   (Adult, Older Adult)",643,634,588,252,296,40,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,2/23/1900,4/5/1900,5/16/1900,7/6/1900,8/20/1900,10/13/1900,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,,,,,,,,,,,,,,,https://ClinicalTrials.gov/show/NCT00004861,,,,,,
Pfizer,Pfizer,ST00480,SP00015,Efficacy And Safety Of Sunitinib In Women With Advanced Breast Cancer,,,,,Oncology,,,,,,Industry,Completed,Phase 2,Interventional,,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,,,,,,Drug D,,,,,,,,,,,,,,,,,,,Garnet T,Federico L,Chetan K,Frank T,Xochitl D,Suzie K,Jeanene Y,Suzie K,Donovan H,Mee M,Lavina S,Xochitl D,Harry A,Marceline R,In Bellini �,Naren G,Terisa Sikora �,Mary H,Suzie K,,,"Pfizer Investigational Site, Bakersfield, California, United States|Pfizer Investigational Site, Burbank, California, United States|Pfizer Investigational Site, Fountain Valley, California, United States|Pfizer Investigational Site, Hawthorne, California, United States|Pfizer Investigational Site, Long Beach, California, United States|Pfizer Investigational Site, Boynton Beach, Florida, United States|Pfizer Investigational Site, Zion, Illinois, United States|Pfizer Investigational Site, Louisville, Kentucky, United States|Pfizer Investigational Site, Kalamazoo, Michigan, United States|Pfizer Investigational Site, Maple Grove, Minnesota, United States|Pfizer Investigational Site, Minneapolis, Minnesota, United States|Pfizer Investigational Site, Minneapolis, Minnesota, United States|Pfizer Investigational Site, Columbia, Missouri, United States|Pfizer Investigational Site, Asheville, North Carolina, United States|Pfizer Investigational Site, Chapel Hill, North Carolina, United States|Pfizer Investigational Site, Kernersville, North Carolina, United States|Pfizer Investigational Site, Lexington, North Carolina, United States|Pfizer Investigational Site, North Wilkesboro, North Carolina, United States|Pfizer Investigational Site, Winston-Salem, North Carolina, United States|Pfizer Investigational Site, Bismarck, North Dakota, United States|Pfizer Investigational Site, Franklin, Tennessee, United States|Pfizer Investigational Site, Gallatin, Tennessee, United States|Pfizer Investigational Site, Hermitage, Tennessee, United States|Pfizer Investigational Site, Lebanon, Tennessee, United States|Pfizer Investigational Site, Murfreesboro, Tennessee, United States|Pfizer Investigational Site, Nashville, Tennessee, United States|Pfizer Investigational Site, Nashville, Tennessee, United States|Pfizer Investigational Site, Nashville, Tennessee, United States|Pfizer Investigational Site, Nashville, Tennessee, United States|Pfizer Investigational Site, Smyrna, Tennessee, United States|Pfizer Investigational Site, Everett, Washington, United States",51.08640419,45.97776377,Female,"18 Years and older   (Adult, Older Adult)",651,624,589,262,287,40,11/17/2006,4/25/2007,2/16/2007,3/6/2007,2/13/2007,3/1/2007,3/3/2007,3/4/2007,3/16/2007,10/8/2009,9/23/2009,1/22/2010,6/1/2010,7/16/2010,8/31/2010,10/11/2010,12/9/2010,2/1/2011,3/15/2011,8/28/2007,2/24/2008,8/22/2008,2/18/2009,,,,,,,,,,,,,,,,https://ClinicalTrials.gov/show/NCT00471276,,,,,,
Pfizer,Pfizer,ST00483,SP00015,Multicenter Follow Up Study Of Subjects Who Participated In An Original Protocol Of Exemestane Vs. Megestrol Acetate In Postmenopausal Women With Metastatic Breast Cancer,,,,,Oncology,,,,,,Industry,Completed,Phase 3,Interventional,,Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,,,,,,Drug C,,,,,,,,,,,,,,,,,,,Tammara F,James y,Mara A,Jene M,John G,Tiffiny K,Xochitl D,Liberty A,Otis Thode �,Clarice N,Kala R,Jaquelyn H,Stephan T,Anthony P,Ngan D,James y,Mee M,Frank T,Marceline R,,,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences, Beijing, China|PLA 307 Hospital, Beijing, China|Ba Yi Hospital, Cancer Center of CPLA, Nanjing, China|Jiangsu Cancer Hospital, Nanjing, China|Cancer Hospital, Shanghai, China|The 2nd Central Hospital of Tianjin, Tianjin, China|The 1st Affiliated Hospital, Xi'an Jiao Tong University, Xi'an, China",97.60725661,87.84653095,Female,"18 Years and older   (Adult, Older Adult)",607,596,590,440,79,71,11/30/2004,7/21/2005,4/30/2005,6/11/2005,5/11/2005,5/22/2005,6/6/2005,6/10/2005,6/21/2005,7/10/2007,2/19/2007,8/29/2007,12/1/2007,1/10/2008,2/22/2008,4/12/2008,5/21/2008,6/25/2008,8/6/2008,11/18/2005,5/17/2006,11/13/2006,5/12/2007,,,,,,,,,,,,,,,,https://ClinicalTrials.gov/show/NCT01237327,,,,,,
Pfizer,Pfizer,ST00497,SP00015,A Study Of PF-05280014 Or Trastuzumab Plus Taxotere® And Carboplatin In HER2 Positive Breast Cancer In The Neoadjuvant Setting (REFLECTIONS B327-04),,,,,Oncology,,,,,,Industry,Completed,Phase 3,Interventional,,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",,,,,,Drug D,,,,,,,,,,,,,,,,,,,Suzie K,Chetan K,James y,Jaquelyn H,Anthony P,Harry A,Livia Pacheo �,Doreen T,Kala R,Marcelina X,Suzie K,Suk T,Xochitl D,Rima Y ,Kala R,Mac L,Suk T,Clarice N,Hee Y,,,"Compassionate Cancer Care Medical Group, Inc., Fountain Valley, California, United States|Millennium Oncology (Imaging Facility), Kingwood, Texas, United States|Millennium Oncology (Imaging Facility), Shenandoah, Texas, United States|Millennium Oncology, Shenandoah, Texas, United States|SI 'Republican Research and Practice Centre of Oncology and Medical Radiology n.a. N.N. Alexandrov', Lesnoy, Minsk Region, Belarus|Fakultni nemocnice Hradec Kralove, Hradec Kralove, Czechia|Bacs-Kiskun Megyei Korhaz, Kecskemet, Bacs-kiskun, Hungary|Semmelweis Egyetem Altalanos Orvostudomanyi Kar-I. sz. Belgyogyaszati Klinika Onkologiai Reszleg, Budapest, Hungary|Szent Imre Egyetemi Oktato Korhaz, Budapest, Hungary|Uzsoki Utcai Korhaz, Onkoradiologia, Sugarterapia Fovarosi Onkoradiologiai Kozpont, Budapest, Hungary|Borsod-Abauj-Zemplen Megyei Korhaz es Egyetemi Oktatokorhaz,, Miskolc, Hungary|Jasz-Nagykun-Szolnok Megyei Hetenyi Geza Korhaz - Rendelointezet, Szolnok, Hungary|Division of Medical Senology, Milano, MI, Italy|Divisione di Oncologia Medica B, Roma, RM, Italy|IRCCS Istituto Nazionale Tumori Regina Elena (IRE), Roma, RM, Italy|Dept. of Surgery, Roma, RM, Italy|Szpitale Wojewodzkie w Gdyni Sp. z o.o., Oddzial Onkoligii i Radioterapii, Gdynia, Poland|Oddzial Chorob Rozrostowych, Lodz, Poland|SPZOZ MSW z Warminsko-Mazurskim Centrum Onkologii w Olsztynie, Olsztyn, Poland|State Budgetary Healthcare Institution ""Leningrad Regional Oncological Dispensary"", Kuzmolovo, Leningrad Region, Russian Federation|""State Budgetary Healthcare Institution """"Republican Clinical Oncological Dispensary of the Ministry, Ufa, Republic Bashkortost, Russian Federation|Regional Budgetary Healthcare Institution ""Kursk regional clinical oncological Dispensary"", Kislino Settlement, Ryshkovskiy Village Council, Russian Federation|""State Budgetary Healthcare Institution of Stavropol Region """"Pyatigorsk Oncological Dispensary"""""", Pyatigorsk, Stavropol Region, Russian Federation|State Budgetary Healthcare Institution ""Volgograd Regional Oncological Dispensary #3"", Volzhskiy, Volgograd Region, Russian Federation|SBHI ""Regional Oncology Dispensary"", Irkutsk, Russian Federation|Regional Budgetary Healthcare Institution, Kursk, Russian Federation|FSBI ""Russian Oncology Scientific center n.a. N. N. Blokhin"" RAMS, Moscow, Russian Federation|State Budgetary Institution Of Healthcare, Moscow, Russian Federation|SBHI of NNR ""Clinical diagnostic center"", Nizhniy Novgorod, Russian Federation|State Budgetary Healthcare Institution of NNR ""Nizhniy Novgorod Regional Oncological Dispensary"", Nizhniy Novgorod, Russian Federation|Budgetary Institution of healthcare of Omsk region ""Clinical oncological dispensary"", Omsk, Russian Federation|State Budgetary Educational Institution of Higher Professional Education ""North-Western State, Saint-Petersburg, Russian Federation|Saint-Peterbsurg Clinical Oncological dispensary of Moscow district, Saint-Petersburg, Russian Federation|Saint-Petersburg State Budgetary Healthcare Institution ""Oncological Dispensary of Moscow District"", Saint-Petersburg, Russian Federation|LLC RAMSAY Diagnostic RUS, Saint-Petersburg, Russian Federation|""Federal State Institution """"Scientific Research Institute of Oncology n.a. N.N.Petrov"""", Saint-Petersburg, Russian Federation|Saint-Petersburg State Budgetary Institution of healthcare ""City Clinical Oncological Dispensary"", Saint-Petersburg, Russian Federation|SRBHI ""Regional Clinical Oncology Dispensary"", Velikiy Novgorod, Russian Federation|Institute For Oncology And Radiology Of Serbia, Belgrade, Serbia|Onkologicky ustav sv. Alzbety, s.r.o., Bratislava, Slovakia|Narodny Onkologicky ustav, Bratislava, Slovakia|Vychodoslovensky onkologicky ustav, a.s., Kosice, Slovakia|Municipal Healthcare Institution 'Chernihiv Regional Oncology Dispensary', Mamology Department, Chernihiv, Ukraine|MI 'City Dnipropetrovsk Multi-field Clin. Hospital #4 of DRC', Dep.-nt of Chemotherapy;, Dnipropetrovsk, Ukraine|SI ""Institute of Medical Radiology n.a.S.P. Hrygoriev of National Academy, Kharkiv, Ukraine|Munincipal Healthcare Institution""Kharkiv Regional Clinical Oncologic Center, Kharkiv, Ukraine|Khmelnytskyi Regional Oncologic Dispensary, Khmelnytskyi, Ukraine|MI 'Kryvyi Rih Oncology Dispensary of Dnipropetrovsk Regional Council', Kryvyi Rih, Ukraine|Lviv State Oncologic Regional Treatment and Diagnostic Center, Lviv, Ukraine|Municipal Institution 'Odesa Regional Clinical Hospital', Mamology Center, Odesa, Ukraine|Regional Municipal Institution ""Sumy Regional Clinical Oncology Dispensary"", Thoracic Department, Sumy, Ukraine|Vinnytsia Regional Oncology Clinical Dispensary, Chemotherapy Department, Vinnytsia, Ukraine",68.48436665,61.63592998,Female,"18 Years and older   (Adult, Older Adult)",611,598,591,260,304,27,4/18/2012,10/22/2012,8/30/2012,10/3/2012,8/31/2012,9/15/2012,9/20/2012,9/22/2012,10/4/2012,7/14/2015,7/1/2015,12/31/2015,3/9/2016,4/11/2016,6/8/2016,7/10/2016,8/19/2016,10/8/2016,11/24/2016,3/14/2013,9/10/2013,3/9/2014,9/5/2014,,,,,,,,,,,,,,,,https://ClinicalTrials.gov/show/NCT02187744,,,,,,
Pfizer,Pfizer,ST00500,SP00015,Comparative Real World Tumor Response in Pre-menopausal Metastatic Breast Cancer Patients Treated With Palbociclib + Aromatase Inhibitor or Aromatase Inhibitor Alone,,,,,Oncology,,,,,,Industry,"Active, not recruiting",,Observational,,Observational Model: Cohort|Time Perspective: Retrospective,,,,,,Drug G,,,,,,,,,,,,,,,,,,,Ngan D,Perter K,Rima Y ,Suzie K,Jerold Goo �,Kala R,Liberty A,Remedios Z,Naren G,In Bellini �,John G,James y,Tiffiny K,Beulah N,Mac L,Remedios Z,Marceline R,Mac L,Tiffiny K,,,"Pfizer New York, New York, New York, United States",89.44960966,80.50464869,Female,"18 Years and older   (Adult, Older Adult)",634,615,592,579,98,85,9/23/2016,4/7/2017,2/23/2017,3/15/2017,2/13/2017,3/1/2017,3/12/2017,3/13/2017,4/8/2017,2/8/2021,4/21/2021,8/8/2021,12/13/2021,2/9/2022,3/22/2022,5/17/2022,7/11/2022,8/30/2022,10/29/2022,8/28/2017,2/24/2018,8/23/2018,2/19/2019,,,,,,,,,,,,,,,,https://ClinicalTrials.gov/show/NCT05012644,,,,,,
Pfizer,Pfizer,ST00501,SP00015,Fluorouracil and Leucovorin With or Without Irinotecan in Treating Patients Following Surgery for Stage III Colorectal Cancer,,,,,Oncology,,,,,,Industry,Completed,Phase 3,Interventional,,Allocation: Randomized|Masking: None (Open Label)|Primary Purpose: Treatment,,,,,,Drug H,,,,,,,,,,,,,,,,,,,Jerold Goo �,Livia Pacheo �,Quentin N,Lucie P,John G,Frank T,Lucie P,Liberty A,Garnet T,Chetan K,Ross S,Frank T,Corrine U,Selizabeth F,Rima Y ,Terrell p,Kala R,Lavina S,Mee M,,,"Allgemeines Krankenhaus der Stadt Wien, Vienna (Wien), Austria|U.Z. Gasthuisberg, Leuven, Belgium|National Cancer Institute of Egypt, Cairo, Egypt|CHU Pitie-Salpetriere, Paris, France|Hopital Tenon, Paris, France|Universitats-Krankenhaus Eppendorf, Hamburg, Germany|Ospedali Riuniti di Bergamo, Bergamo, Italy|Universita Degli Studi di Firenze - Policlin. di Careggi, Firenze (Florence), Italy|Ospedale San Carlo Borromeo, Milano (Milan), Italy|Azienda Ospedaliera S. Maria, Terni, Italy|Universita Degli Studi di Udine, Udine, Italy|Instituto Portugues de Oncologia do Porto, Porto, Portugal|Hospital Universarito ""Reina Sofia"", Cordoba, Spain|Hopital Cantonal Universitaire de Geneva, Geneva, Switzerland|Royal Marsden Hospital, Sutton, England, United Kingdom",76.92800161,69.23520145,All,"18 Years and older   (Adult, Older Adult)",644,627,593,253,310,30,4/17/2003,9/26/2003,7/31/2003,8/24/2003,8/13/2003,8/16/2003,8/22/2003,8/26/2003,9/25/2003,11/15/2003,1/26/2004,5/14/2004,9/1/2004,10/22/2004,11/23/2004,12/30/2004,2/22/2005,4/7/2005,5/23/2005,2/12/2004,8/10/2004,2/6/2005,8/5/2005,,,,,,,,,,,,,,,,https://ClinicalTrials.gov/show/NCT00026273,,,,,,
Pfizer,Pfizer,ST00504,SP00015,A Study of Avelumab in Combination With Axitinib In Non-Small Cell Lung Cancer (NSCLC) or Urothelial Cancer (Javelin Medley VEGF),,,,,Oncology,,,,,,Industry,"Active, not recruiting",Phase 2,Interventional,,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,,,,,,Drug H,,,,,,,,,,,,,,,,,,,Patria R,Lavina S,Lucie P,Aleta H,Lucie P,Jeanene Y,Jaquelyn H,Chetan K,Marceline R,Aleta H,Gertrudis T,Dinah R,Kala R,Christian G,Stephan T,Perter K,Mary H,Lilla Stilson �,Federico L,,,"Arizona Oncology Associates- Saguaro Cancer Center, Glendale, Arizona, United States|Arizona Oncology Associates- Biltmore Cancer Center, Phoenix, Arizona, United States|Arizona Oncology Associates- Deer Valley Cancer Center, Phoenix, Arizona, United States|Arizona Oncology Associates- East Valley Cancer Center, Tempe, Arizona, United States|The Oncology Institute of Hope and Innovation, Glendale, California, United States|The Oncology Institute of Hope and Innovation, Long Beach, California, United States|The Oncology Institute of Hope and Innovation, Santa Ana, California, United States|The Oncology Institute of Hope and Innovation, Whittier, California, United States|Oncology Hematology Associates, Springfield, Missouri, United States|Oncology Hematology West, PC dba Nebraska Cancer Specialists, Omaha, Nebraska, United States|Oncology Hematology West, PC dba Nebraska Cancer Specialists, Omaha, Nebraska, United States|Saint Francis Hospital, Greenville, South Carolina, United States|Saint Francis Hospital Cancer Center, Greenville, South Carolina, United States|Bacs-Kiskun Megyei Korhaz Onkoradiologiai Kozpont, Kecskemet, Hungary|Pecsi Tudomanyegyetem Klinikai Kozpont, Pecs, Hungary|Tudogyogyintezet Torokbalint, Torokbalint, Hungary|Azienda Ospedaliero Universitaria Policlinico Umberto I, Roma, Italy|Cardiologia - Azienda Ospedaliero Universitaria Policlinico Umberto I, Roma, Italy|Farmacia Azienda Ospedaliero Universitaria Policlinico Umberto I, Roma, Italy|UOC di Radiologia - Azienda Ospedaliero Universitaria Policlinico Umberto I, Roma, Italy|National Cancer Center, Goyang-si, Gyeonggi-do, Korea, Republic of|Seoul National University Bundang Hospital, Seongnam-si, Gyeonggi-do, Korea, Republic of|Samsung Medical Center, Gangnam-gu, Seoul, Korea, Republic of|Asan Medical Center, Songpa-gu, Seoul, Korea, Republic of|Severance Hospital, Yonsei University Health System, Seoul, Korea, Republic of|Regionalny Szpital Specjalistyczny Im. Dr. Wladyslawa Bieganskiego w Grudziadzu, Grudziadz, Poland|Centrum Medyczne Dom Lekarski S.A., Szczecin, Poland|Centrum Onkologii Instytut im. Marii Sklodowskiej-Curie w Warszawie, Warszawa, Poland|GBUZ of Stavropol Territory ""Pyatigorsk Inter-regional Oncology Dispanser"", Pyatigorsk, Stavropol Territory, Russian Federation|LLC ""University clinic of headache"", Moscow, Russian Federation|Limited Liability Company ""VitaMed"" (LLC ""VitaMed""), Moscow, Russian Federation|LLC ""University Clinic of Headache"", Moscow, Russian Federation|Limited Liability Company ""VitaMed"" (LLC ""VitaMed""), Moscow, Russian Federation|Instituto Catalan de Oncologia, Hospitalet de Llobregat, Barcelona, Spain|Consorcio Hospitalario Provincial de Castellon, Castellon, Spain|Chi Mei Hospital, Liouying, Tainan City, Liouying District, Taiwan|National Cheng Kung University Hospital, Tainan, Taiwan",26.5217891,23.86961019,All,"Child, Adult, Older Adult",663,640,594,495,14,85,12/26/2017,8/18/2018,6/7/2018,7/10/2018,6/4/2018,6/21/2018,6/30/2018,7/5/2018,8/3/2018,9/13/2021,11/1/2021,2/19/2022,6/28/2022,8/17/2022,9/29/2022,11/13/2022,1/9/2023,3/3/2023,4/7/2023,12/18/2018,6/16/2019,12/13/2019,6/10/2020,,,,,,,,,,,,,,,,https://ClinicalTrials.gov/show/NCT03472560,,,,,,
Pfizer,Pfizer,ST00511,SP00015,Hepatic Impairment Study for Lorlatinib in Cancer Patients,,,,,Oncology,,,,,,Industry,Recruiting,Phase 1,Interventional,,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,,,,,,Drug E,,,,,,,,,,,,,,,,,,,Suzie K,Suk T,Lavina S,Anthony P,Mac L,John G,Otis Thode �,Perter K,Clarice N,Stephan T,John G,Ross S,Mara A,Terrell p,Naren G,Terrell p,Stephan T,Chetan K,Chetan K,,,"Keck Hospital of USC - Norris Healthcare Center (HC3), Los Angeles, California, United States|Keck Hospital of USC, Los Angeles, California, United States|LAC+USC Medical Center, Los Angeles, California, United States|USC/Norris Comprehensive Cancer Center, Los Angeles, California, United States|Hoag Memorial Hospital Presbyterian, Newport Beach, California, United States|University of Colorado Denver CTO (CTRC), Aurora, Colorado, United States|University of Colorado Hospital, Anschutz Cancer Pavilion (ACP), Aurora, Colorado, United States|University of Colorado Hospital, Anschutz Inpatient Pavilion (AIP), Aurora, Colorado, United States|University of Colorado Hospital, Anschutz Outpatient Pavilion (AOP), Aurora, Colorado, United States|Emory University Hospital, Atlanta, Georgia, United States|Investigational Drug Service, Atlanta, Georgia, United States|The Emory Clinic, Atlanta, Georgia, United States|Winship Cancer Institute, Emory University, Atlanta, Georgia, United States|Mays Cancer Center, San Antonio, Texas, United States|University Health System, San Antonio, Texas, United States",84.15904516,75.74314065,All,"18 Years to 125 Years   (Adult, Older Adult)",650,623,595,578,68,51,6/15/2017,2/1/2018,11/17/2017,12/16/2017,11/10/2017,12/4/2017,12/7/2017,12/9/2017,1/3/2018,8/22/2022,2/13/2022,7/21/2022,11/15/2022,12/23/2022,1/23/2023,3/23/2023,5/5/2023,6/18/2023,8/7/2023,6/2/2018,11/29/2018,5/28/2019,11/24/2019,,,,,,,,,,,,,,,,https://ClinicalTrials.gov/show/NCT03726333,,,,,,
